state,s_code,code,s_district,s_municipality
Schleswig-Holstein,010545494019,01054019,"Bredstedt, Stadt",Bredstedt
Schleswig-Holstein,010545494020,01054020,Breklum,Bredstedt
Schleswig-Holstein,010545494024,01054024,Drelsdorf,Bredstedt
Schleswig-Holstein,010545494037,01054037,Goldebek,Bredstedt
Schleswig-Holstein,010545494038,01054038,Goldelund,Bredstedt
Schleswig-Holstein,010545494045,01054045,Högel,Bredstedt
Schleswig-Holstein,010545494059,01054059,Joldelund,Bredstedt
Schleswig-Holstein,010545494071,01054071,Kolkerheide,Bredstedt
Schleswig-Holstein,010545494075,01054075,Langenhorn,Bredstedt
Schleswig-Holstein,010545494080,01054080,Lütjenholm,Bredstedt
Schleswig-Holstein,010545494093,01054093,Ockholm,Bredstedt
Schleswig-Holstein,010545494121,01054121,Sönnebüll,Bredstedt
Schleswig-Holstein,010545494128,01054128,Struckum,Bredstedt
Schleswig-Holstein,010545494146,01054146,Vollstedt,Bredstedt
Schleswig-Holstein,01055,,Ostholstein,Eutin
Schleswig-Holstein,010550001001,01055001,Ahrensbök,Ahrensbök
Schleswig-Holstein,010550004004,01055004,"Bad Schwartau, Stadt",Bad Schwartau
Schleswig-Holstein,010550007007,01055007,Bosau,Bosau
Schleswig-Holstein,010550010010,01055010,Dahme,Grömitz
Schleswig-Holstein,010550012012,01055012,"Eutin, Stadt",Eutin
Schleswig-Holstein,010550016016,01055016,Grömitz,Grömitz
Schleswig-Holstein,010550018018,01055018,Grube,Grömitz
Schleswig-Holstein,010550021021,01055021,"Heiligenhafen, Stadt",Heiligenhafen
Schleswig-Holstein,010550025025,01055025,Kellenhusen (Ostsee),Grömitz
Schleswig-Holstein,010550028028,01055028,Malente,Bad Malente-Gremsmühlen
Schleswig-Holstein,010550032032,01055032,"Neustadt in Holstein, Stadt",Neustadt in Holstein
Schleswig-Holstein,010550033033,01055033,"Oldenburg in Holstein, Stadt",Oldenburg in Holstein
Schleswig-Holstein,010550035035,01055035,Ratekau,Ratekau
Schleswig-Holstein,010550040040,01055040,Stockelsdorf,Stockelsdorf
Schleswig-Holstein,010550041041,01055041,Süsel,Süsel
Schleswig-Holstein,010550042042,01055042,Timmendorfer Strand,Timmendorfer Strand
Schleswig-Holstein,010550044044,01055044,Scharbeutz,Scharbeutz
Schleswig-Holstein,010550046046,01055046,"Fehmarn, Stadt",Fehmarn
Schleswig-Holstein,010555543,,Amt Oldenburg-Land,Oldenburg in Holstein
Schleswig-Holstein,010555543014,01055014,Göhl,Oldenburg in Holstein
Schleswig-Holstein,010555543015,01055015,Gremersdorf,Oldenburg in Holstein
Schleswig-Holstein,010555543017,01055017,Großenbrode,Oldenburg in Holstein
Schleswig-Holstein,010555543022,01055022,Heringsdorf,Oldenburg in Holstein
Schleswig-Holstein,010555543031,01055031,Neukirchen,Oldenburg in Holstein
Schleswig-Holstein,010555543043,01055043,Wangels,Oldenburg in Holstein
Schleswig-Holstein,010555546,,Amt Lensahn,Lensahn
Schleswig-Holstein,010555546006,01055006,Beschendorf,Lensahn
Schleswig-Holstein,010555546011,01055011,Damlos,Lensahn
Schleswig-Holstein,010555546020,01055020,Harmsdorf,Lensahn
Schleswig-Holstein,010555546023,01055023,Kabelhorst,Lensahn
Schleswig-Holstein,010555546027,01055027,Lensahn,Lensahn
Schleswig-Holstein,010555546029,01055029,Manhagen,Lensahn
Schleswig-Holstein,010555546036,01055036,Riepsdorf,Lensahn
Schleswig-Holstein,010555591,,Amt Ostholstein-Mitte,Schönwalde am Bungsberg
Schleswig-Holstein,010555591002,01055002,Altenkrempe,Schönwalde am Bungsberg
Schleswig-Holstein,010555591024,01055024,Kasseedorf,Schönwalde am Bungsberg
Schleswig-Holstein,010555591037,01055037,Schashagen,Schönwalde am Bungsberg
Schleswig-Holstein,010555591038,01055038,Schönwalde am Bungsberg,Schönwalde am Bungsberg
Schleswig-Holstein,010555591039,01055039,Sierksdorf,Schönwalde am Bungsberg
Schleswig-Holstein,01056,,Pinneberg,Elmshorn
Schleswig-Holstein,010560002002,01056002,"Barmstedt, Stadt",Barmstedt
Schleswig-Holstein,010560005005,01056005,Bönningstedt,Quickborn
Schleswig-Holstein,010560015015,01056015,"Elmshorn, Stadt",Elmshorn
Schleswig-Holstein,010560018018,01056018,Halstenbek,Halstenbek
Schleswig-Holstein,010560021021,01056021,Hasloh,Quickborn
Schleswig-Holstein,010560025025,01056025,Helgoland,Helgoland
Schleswig-Holstein,010560039039,01056039,"Pinneberg, Stadt",Pinneberg
Schleswig-Holstein,010560041041,01056041,"Quickborn, Stadt",Quickborn
Schleswig-Holstein,010560043043,01056043,Rellingen,Rellingen
Schleswig-Holstein,010560044044,01056044,"Schenefeld, Stadt",Schenefeld
Schleswig-Holstein,010560048048,01056048,"Tornesch, Stadt",Tornesch
Schleswig-Holstein,010560049049,01056049,"Uetersen, Stadt",Uetersen
Schleswig-Holstein,010560050050,01056050,"Wedel, Stadt",Wedel
Schleswig-Holstein,010565616,,Amt Elmshorn-Land,Elmshorn
Schleswig-Holstein,010565616029,01056029,Klein Nordende,Elmshorn
Schleswig-Holstein,010565616030,01056030,Klein Offenseth-Sparrieshoop,Elmshorn
Schleswig-Holstein,010565616031,01056031,Kölln-Reisiek,Elmshorn
Schleswig-Holstein,010565616033,01056033,Seester,Elmshorn
Schleswig-Holstein,010565616042,01056042,Raa-Besenbek,Elmshorn
Schleswig-Holstein,010565616045,01056045,Seestermühe,Elmshorn
Schleswig-Holstein,010565616046,01056046,Seeth-Ekholt,Elmshorn
Schleswig-Holstein,010565636,,Amt Hörnerkirchen,Barmstedt
Schleswig-Holstein,010565636006,01056006,Bokel,Barmstedt
Schleswig-Holstein,010565636010,01056010,Brande-Hörnerkirchen,Barmstedt
Schleswig-Holstein,010565636038,01056038,Osterhorn,Barmstedt
Schleswig-Holstein,010565636051,01056051,Westerhorn,Barmstedt
Schleswig-Holstein,010565660,,Amt Rantzau,Barmstedt
Schleswig-Holstein,010565660003,01056003,Bevern,Barmstedt
Schleswig-Holstein,010565660004,01056004,Bilsen,Barmstedt
Schleswig-Holstein,010565660008,01056008,Bokholt-Hanredder,Barmstedt
Schleswig-Holstein,010565660011,01056011,Bullenkuhlen,Barmstedt
Schleswig-Holstein,010565660014,01056014,Ellerhoop,Barmstedt
Schleswig-Holstein,010565660017,01056017,Groß Offenseth-Aspern,Barmstedt
Schleswig-Holstein,010565660022,01056022,Heede,Barmstedt
Schleswig-Holstein,010565660026,01056026,Hemdingen,Barmstedt
Schleswig-Holstein,010565660034,01056034,Langeln,Barmstedt
Schleswig-Holstein,010565660035,01056035,Lutzhorn,Barmstedt
Schleswig-Holstein,010565687,,Amt Pinnau,Rellingen
Schleswig-Holstein,010565687009,01056009,Borstel-Hohenraden,Rellingen
Schleswig-Holstein,010565687013,01056013,Ellerbek,Rellingen
Schleswig-Holstein,010565687032,01056032,Kummerfeld,Rellingen
Schleswig-Holstein,010565687040,01056040,Prisdorf,Rellingen
Schleswig-Holstein,010565687047,01056047,Tangstedt,Rellingen
Schleswig-Holstein,010565690,,Amt Geest und Marsch Südholstein,Moorrege
Schleswig-Holstein,010565690001,01056001,Appen,Moorrege
Schleswig-Holstein,010565690016,01056016,Groß Nordende,Moorrege
Schleswig-Holstein,010565690019,01056019,Haselau,Moorrege
Schleswig-Holstein,010565690020,01056020,Haseldorf,Moorrege
Schleswig-Holstein,010565690023,01056023,Heidgraben,Moorrege
Schleswig-Holstein,010565690024,01056024,Heist,Moorrege
Schleswig-Holstein,010565690027,01056027,Hetlingen,Moorrege
Schleswig-Holstein,010565690028,01056028,Holm,Moorrege
Schleswig-Holstein,010565690036,01056036,Moorrege,Moorrege
Schleswig-Holstein,010565690037,01056037,Neuendeich,Moorrege
Schleswig-Holstein,01057,,Plön,Plön
Schleswig-Holstein,010570001001,01057001,Ascheberg (Holstein),Plön
Schleswig-Holstein,010570008008,01057008,Bönebüttel,Neumünster
Schleswig-Holstein,010570009009,01057009,Bösdorf,Plön
Schleswig-Holstein,010570057057,01057057,"Plön, Stadt",Plön
Schleswig-Holstein,010570062062,01057062,"Preetz, Stadt",Preetz
Schleswig-Holstein,010570091091,01057091,"Schwentinental, Stadt",Schwentinental
Schleswig-Holstein,010575727,,Amt Lütjenburg,Lütjenburg
Schleswig-Holstein,010575727004,01057004,Behrensdorf (Ostsee),Lütjenburg
Schleswig-Holstein,010575727007,01057007,Blekendorf,Lütjenburg
Schleswig-Holstein,010575727013,01057013,Dannau,Lütjenburg
Schleswig-Holstein,010575727021,01057021,Giekau,Lütjenburg
Schleswig-Holstein,010575727026,01057026,Helmstorf,Lütjenburg
Schleswig-Holstein,010575727027,01057027,Högsdorf,Lütjenburg
Schleswig-Holstein,010575727029,01057029,Hohenfelde,Lütjenburg
Schleswig-Holstein,010575727030,01057030,Hohwacht (Ostsee),Lütjenburg
Schleswig-Holstein,010575727034,01057034,Kirchnüchel,Lütjenburg
Schleswig-Holstein,010575727035,01057035,Klamp,Lütjenburg
Schleswig-Holstein,010575727038,01057038,Kletkamp,Lütjenburg
Schleswig-Holstein,010575727048,01057048,"Lütjenburg, Stadt",Lütjenburg
Schleswig-Holstein,010575727055,01057055,Panker,Lütjenburg
Schleswig-Holstein,010575727076,01057076,Schwartbuck,Lütjenburg
Schleswig-Holstein,010575727082,01057082,Tröndel,Lütjenburg
Schleswig-Holstein,010575739,,Amt Großer Plöner See,Plön
Schleswig-Holstein,010575739015,01057015,Dersau,Plön
Schleswig-Holstein,010575739017,01057017,Dörnick,Plön
Schleswig-Holstein,010575739022,01057022,Grebin,Plön
Schleswig-Holstein,010575739032,01057032,Kalübbe,Plön
Schleswig-Holstein,010575739045,01057045,Lebrade,Plön
Schleswig-Holstein,010575739053,01057053,Nehmten,Plön
Schleswig-Holstein,010575739065,01057065,Rantzau,Plön
Schleswig-Holstein,010575739067,01057067,Rathjensdorf,Plön
Schleswig-Holstein,010575739089,01057089,Wittmoldt,Plön
Schleswig-Holstein,010575747,,Amt Preetz-Land,Schellhorn
Schleswig-Holstein,010575747002,01057002,Barmissen,Schellhorn
Schleswig-Holstein,010575747010,01057010,Boksee,Schellhorn
Schleswig-Holstein,010575747011,01057011,Bothkamp,Schellhorn
Schleswig-Holstein,010575747023,01057023,Großbarkau,Schellhorn
Schleswig-Holstein,010575747031,01057031,Honigsee,Schellhorn
Schleswig-Holstein,010575747033,01057033,Kirchbarkau,Schellhorn
Schleswig-Holstein,010575747037,01057037,Klein Barkau,Schellhorn
Schleswig-Holstein,010575747042,01057042,Kühren,Schellhorn
Schleswig-Holstein,010575747046,01057046,Lehmkuhlen,Schellhorn
Schleswig-Holstein,010575747047,01057047,Löptin,Schellhorn
Schleswig-Holstein,010575747054,01057054,Nettelsee,Schellhorn
Schleswig-Holstein,010575747058,01057058,Pohnsdorf,Schellhorn
Schleswig-Holstein,010575747059,01057059,Postfeld,Schellhorn
Schleswig-Holstein,010575747066,01057066,Rastorf,Schellhorn
Schleswig-Holstein,010575747070,01057070,Schellhorn,Schellhorn
Schleswig-Holstein,010575747084,01057084,Wahlstorf,Schellhorn
Schleswig-Holstein,010575747086,01057086,Warnau,Schellhorn
Schleswig-Holstein,010575755,,Amt Probstei,Schönberg
Schleswig-Holstein,010575755003,01057003,Barsbek,Schönberg
Schleswig-Holstein,010575755006,01057006,Bendfeld,Schönberg
Schleswig-Holstein,010575755012,01057012,Brodersdorf,Schönberg
Schleswig-Holstein,010575755018,01057018,Fahren,Schönberg
Schleswig-Holstein,010575755020,01057020,Fiefbergen,Schönberg
Schleswig-Holstein,010575755028,01057028,Höhndorf,Schönberg
Schleswig-Holstein,010575755039,01057039,Köhn,Schönberg
Schleswig-Holstein,010575755040,01057040,Krokau,Schönberg
Schleswig-Holstein,010575755041,01057041,Krummbek,Schönberg
Schleswig-Holstein,010575755043,01057043,Laboe,Schönberg
Schleswig-Holstein,010575755049,01057049,Lutterbek,Schönberg
Schleswig-Holstein,010575755056,01057056,Passade,Schönberg
Schleswig-Holstein,010575755060,01057060,Prasdorf,Schönberg
Schleswig-Holstein,010575755063,01057063,Probsteierhagen,Schönberg
Schleswig-Holstein,010575755073,01057073,Schönberg (Holstein),Schönberg
Schleswig-Holstein,010575755078,01057078,Stakendorf,Schönberg
Schleswig-Holstein,010575755079,01057079,Stein,Schönberg
Schleswig-Holstein,010575755081,01057081,Stoltenberg,Schönberg
Schleswig-Holstein,010575755087,01057087,Wendtorf,Schönberg
Schleswig-Holstein,010575755088,01057088,Wisch,Schönberg
Schleswig-Holstein,010575775,,Amt Selent/Schlesen,Selent
Schleswig-Holstein,010575775016,01057016,Dobersdorf,Selent
Schleswig-Holstein,010575775044,01057044,Lammershagen,Selent
Schleswig-Holstein,010575775050,01057050,Martensrade,Selent
Schleswig-Holstein,010575775052,01057052,Mucheln,Selent
Schleswig-Holstein,010575775072,01057072,Schlesen,Selent
Schleswig-Holstein,010575775077,01057077,Selent,Selent
Schleswig-Holstein,010575775090,01057090,Fargau-Pratjau,Selent
Schleswig-Holstein,010575782,,Amt Schrevenborn,Heikendorf
Schleswig-Holstein,010575782025,01057025,Heikendorf,Heikendorf
Schleswig-Holstein,010575782051,01057051,Mönkeberg,Heikendorf
Schleswig-Holstein,010575782074,01057074,Schönkirchen,Heikendorf
Schleswig-Holstein,010575785,,Amt Bokhorst-Wankendorf,Wankendorf
Schleswig-Holstein,010575785005,01057005,Belau,Wankendorf
Schleswig-Holstein,010575785024,01057024,Großharrie,Wankendorf
Schleswig-Holstein,010575785068,01057068,Rendswühren,Wankendorf
Schleswig-Holstein,010575785069,01057069,Ruhwinkel,Wankendorf
Schleswig-Holstein,010575785071,01057071,Schillsdorf,Wankendorf
Schleswig-Holstein,010575785080,01057080,Stolpe,Wankendorf
Schleswig-Holstein,010575785083,01057083,Tasdorf,Wankendorf
Schleswig-Holstein,010575785085,01057085,Wankendorf,Wankendorf
Schleswig-Holstein,01058,,Rendsburg-Eckernförde,Rendsburg
Schleswig-Holstein,010580005005,01058005,Altenholz,Altenholz
Schleswig-Holstein,010580034034,01058034,"Büdelsdorf, Stadt",Büdelsdorf
Schleswig-Holstein,010580043043,01058043,"Eckernförde, Stadt",Eckernförde
Schleswig-Holstein,010580092092,01058092,Kronshagen,Kronshagen
Schleswig-Holstein,010580135135,01058135,"Rendsburg, Stadt",Rendsburg
Schleswig-Holstein,010580169169,01058169,Wasbek,Neumünster
Schleswig-Holstein,010585803,,Amt Achterwehr,Achterwehr
Schleswig-Holstein,010585803001,01058001,Achterwehr,Achterwehr
Schleswig-Holstein,010585803028,01058028,Bredenbek,Achterwehr
Schleswig-Holstein,010585803050,01058050,Felde,Achterwehr
Schleswig-Holstein,010585803093,01058093,Krummwisch,Achterwehr
Schleswig-Holstein,010585803104,01058104,Melsdorf,Achterwehr
Schleswig-Holstein,010585803126,01058126,Ottendorf,Achterwehr
Schleswig-Holstein,010585803130,01058130,Quarnbek,Achterwehr
Schleswig-Holstein,010585803171,01058171,Westensee,Achterwehr
Schleswig-Holstein,010585822,,Amt Dänischenhagen,Dänischenhagen
Schleswig-Holstein,010585822037,01058037,Dänischenhagen,Dänischenhagen
Schleswig-Holstein,010585822116,01058116,Noer,Dänischenhagen
Schleswig-Holstein,010585822150,01058150,Schwedeneck,Dänischenhagen
Schleswig-Holstein,010585822157,01058157,Strande,Dänischenhagen
Schleswig-Holstein,010585824,,Amt Dänischer Wohld,Gettorf
Schleswig-Holstein,010585824051,01058051,Felm,Gettorf
Schleswig-Holstein,010585824058,01058058,Gettorf,Gettorf
Schleswig-Holstein,010585824096,01058096,Lindau,Gettorf
Schleswig-Holstein,010585824110,01058110,Neudorf-Bornstein,Gettorf
Schleswig-Holstein,010585824112,01058112,Neuwittenbek,Gettorf
Schleswig-Holstein,010585824121,01058121,Osdorf,Gettorf
Schleswig-Holstein,010585824142,01058142,Schinkel,Gettorf
Schleswig-Holstein,010585824165,01058165,Tüttendorf,Gettorf
Schleswig-Holstein,010585830,,Amt Flintbek,Flintbek
Schleswig-Holstein,010585830019,01058019,Böhnhusen,Flintbek
Schleswig-Holstein,010585830053,01058053,Flintbek,Flintbek
Schleswig-Holstein,010585830145,01058145,Schönhorst,Flintbek
Schleswig-Holstein,010585830160,01058160,Techelsdorf,Flintbek
Schleswig-Holstein,010585833,,Amt Fockbek,Fockbek
Schleswig-Holstein,010585833003,01058003,Alt Duvenstedt,Fockbek
Schleswig-Holstein,010585833054,01058054,Fockbek,Fockbek
Schleswig-Holstein,010585833118,01058118,Nübbel,Fockbek
Schleswig-Holstein,010585833136,01058136,Rickert,Fockbek
Schleswig-Holstein,010585847,,Amt Hohner Harde,Fockbek
Schleswig-Holstein,010585847010,01058010,Bargstall,Fockbek
Schleswig-Holstein,010585847029,01058029,Breiholz,Fockbek
Schleswig-Holstein,010585847036,01058036,Christiansholm,Fockbek
Schleswig-Holstein,010585847047,01058047,Elsdorf-Westermühlen,Fockbek
Schleswig-Holstein,010585847055,01058055,Friedrichsgraben,Fockbek
Schleswig-Holstein,010585847056,01058056,Friedrichsholm,Fockbek
Schleswig-Holstein,010585847070,01058070,Hamdorf,Fockbek
Schleswig-Holstein,010585847078,01058078,Hohn,Fockbek
Schleswig-Holstein,010585847089,01058089,Königshügel,Fockbek
Schleswig-Holstein,010585847097,01058097,Lohe-Föhrden,Fockbek
Schleswig-Holstein,010585847129,01058129,Prinzenmoor,Fockbek
Schleswig-Holstein,010585847154,01058154,Sophienhamm,Fockbek
Schleswig-Holstein,010585853,,Amt Jevenstedt,Jevenstedt
Schleswig-Holstein,010585853031,01058031,Brinjahe,Jevenstedt
Schleswig-Holstein,010585853048,01058048,Embühren,Jevenstedt
Schleswig-Holstein,010585853068,01058068,Haale,Jevenstedt
Schleswig-Holstein,010585853071,01058071,Hamweddel,Jevenstedt
Schleswig-Holstein,010585853075,01058075,Hörsten,Jevenstedt
Schleswig-Holstein,010585853086,01058086,Jevenstedt,Jevenstedt
Schleswig-Holstein,010585853101,01058101,Luhnstedt,Jevenstedt
Schleswig-Holstein,010585853148,01058148,Schülp b. Rendsburg,Jevenstedt
Schleswig-Holstein,010585853155,01058155,Stafstedt,Jevenstedt
Schleswig-Holstein,010585853172,01058172,Westerrönfeld,Jevenstedt
Schleswig-Holstein,010585859,,Amt Molfsee,Molfsee
Schleswig-Holstein,010585859018,01058018,Blumenthal,Molfsee
Schleswig-Holstein,010585859105,01058105,Mielkendorf,Molfsee
Schleswig-Holstein,010585859107,01058107,Molfsee,Molfsee
Schleswig-Holstein,010585859138,01058138,Rodenbek,Molfsee
Schleswig-Holstein,010585859139,01058139,Rumohr,Molfsee
Schleswig-Holstein,010585859141,01058141,Schierensee,Molfsee
Schleswig-Holstein,010585864,,Amt Nortorfer Land,Nortorf
Schleswig-Holstein,010585864011,01058011,Bargstedt,Nortorf
Schleswig-Holstein,010585864021,01058021,Bokel,Nortorf
Schleswig-Holstein,010585864023,01058023,Borgdorf-Seedorf,Nortorf
Schleswig-Holstein,010585864027,01058027,Brammer,Nortorf
Schleswig-Holstein,010585864038,01058038,Dätgen,Nortorf
Schleswig-Holstein,010585864045,01058045,Eisendorf,Nortorf
Schleswig-Holstein,010585864046,01058046,Ellerdorf,Nortorf
Schleswig-Holstein,010585864049,01058049,Emkendorf,Nortorf
Schleswig-Holstein,010585864059,01058059,Gnutz,Nortorf
Schleswig-Holstein,010585864065,01058065,Groß Vollstedt,Nortorf
Schleswig-Holstein,010585864091,01058091,Krogaspe,Nortorf
Schleswig-Holstein,010585864094,01058094,Langwedel,Nortorf
Schleswig-Holstein,010585864117,01058117,"Nortorf, Stadt",Nortorf
Schleswig-Holstein,010585864120,01058120,Oldenhütten,Nortorf
Schleswig-Holstein,010585864147,01058147,Schülp b. Nortorf,Nortorf
Schleswig-Holstein,010585864163,01058163,Timmaspe,Nortorf
Schleswig-Holstein,010585864168,01058168,Warder,Nortorf
Schleswig-Holstein,010585888,,Amt Eiderkanal,Osterrönfeld
Schleswig-Holstein,010585888026,01058026,Bovenau,Osterrönfeld
Schleswig-Holstein,010585888073,01058073,Haßmoor,Osterrönfeld
Schleswig-Holstein,010585888122,01058122,Ostenfeld (Rendsburg),Osterrönfeld
Schleswig-Holstein,010585888124,01058124,Osterrönfeld,Osterrönfeld
Schleswig-Holstein,010585888132,01058132,Rade b. Rendsburg,Osterrönfeld
Schleswig-Holstein,010585888140,01058140,Schacht-Audorf,Osterrönfeld
Schleswig-Holstein,010585888146,01058146,Schülldorf,Osterrönfeld
Schleswig-Holstein,010585889,,Amt Bordesholm,Bordesholm
Schleswig-Holstein,010585889016,01058016,Bissee,Bordesholm
Schleswig-Holstein,010585889022,01058022,Bordesholm,Bordesholm
Schleswig-Holstein,010585889033,01058033,Brügge,Bordesholm
Schleswig-Holstein,010585889063,01058063,Grevenkrug,Bordesholm
Schleswig-Holstein,010585889064,01058064,Groß Buchwald,Bordesholm
Schleswig-Holstein,010585889076,01058076,Hoffeld,Bordesholm
Schleswig-Holstein,010585889098,01058098,Loop,Bordesholm
Schleswig-Holstein,010585889108,01058108,Mühbrook,Bordesholm
Schleswig-Holstein,010585889109,01058109,Negenharrie,Bordesholm
Schleswig-Holstein,010585889133,01058133,Reesdorf,Bordesholm
Schleswig-Holstein,010585889143,01058143,Schmalstede,Bordesholm
